CustomerID,Age,Gender,SubscriptionType,MonthlyCharges,TenureMonths,HasSupportTickets,LastLoginDaysAgo,ContractRenewal,Churn
CUST1453,69,Male,Basic,35.34,12,0,1,Yes,0
CUST1454,59,Male,Standard,50.52,36,0,14,Yes,0
CUST1455,23,Female,Basic,27.54,33,1,16,Yes,0
CUST1456,32,Male,Standard,56.01,36,0,15,Yes,0
CUST1457,60,Female,Basic,20.0,33,0,27,Yes,0
CUST1458,54,Male,Standard,47.24,31,1,84,Yes,0
CUST1459,50,Female,Premium,76.25,21,0,71,No,1
CUST1460,25,Male,Basic,25.01,27,1,9,Yes,0
CUST1461,61,Male,Standard,64.18,27,0,9,Yes,0
CUST1462,61,Female,Basic,25.59,8,1,9,No,1
CUST1463,22,Male,Standard,45.75,56,0,72,No,1
CUST1464,56,Female,Standard,55.13,37,0,27,Yes,0
CUST1465,21,Male,Standard,65.97,32,0,23,Yes,0
CUST1466,23,Male,Standard,47.24,26,0,18,Yes,0
CUST1467,62,Female,Premium,72.36,2,1,67,Yes,0
CUST1468,49,Male,Basic,27.13,12,0,55,Yes,0
CUST1469,69,Female,Basic,34.95,22,1,66,Yes,0
CUST1470,47,Female,Premium,86.52,17,0,41,No,1
CUST1471,64,Female,Standard,64.5,7,0,11,Yes,0
CUST1472,52,Female,Premium,98.79,43,0,17,No,1
CUST1473,57,Male,Standard,63.78,4,0,22,Yes,0
CUST1474,69,Male,Premium,88.11,37,0,83,Yes,0
CUST1475,33,Male,Standard,54.8,38,0,5,Yes,0
CUST1476,30,Female,Standard,41.2,32,1,52,No,1
CUST1477,67,Female,Premium,99.53,11,0,41,Yes,0
CUST1478,59,Male,Standard,51.5,1,0,65,No,1
CUST1479,47,Female,Basic,23.04,25,0,29,No,1
CUST1480,36,Male,Basic,33.33,42,0,8,Yes,0
CUST1481,34,Female,Basic,25.69,52,1,41,No,1
CUST1482,36,Male,Basic,31.72,24,0,33,No,1
CUST1483,45,Female,Basic,31.74,53,0,39,No,1
CUST1484,43,Female,Standard,53.37,43,0,87,Yes,0
CUST1485,54,Male,Standard,65.08,56,0,16,Yes,0
CUST1486,43,Male,Standard,47.95,17,0,28,Yes,0
CUST1487,40,Male,Standard,53.46,8,0,49,Yes,0
CUST1488,26,Male,Basic,30.75,59,0,75,Yes,0
CUST1489,29,Male,Basic,33.27,45,0,48,Yes,0
CUST1490,18,Female,Basic,35.68,27,1,72,Yes,0
CUST1491,18,Female,Standard,51.84,52,0,60,Yes,0
CUST1492,64,Female,Basic,32.92,18,1,82,Yes,0
CUST1493,51,Male,Basic,23.01,27,0,45,Yes,0
CUST1494,49,Female,Standard,67.98,22,1,45,Yes,0
CUST1495,65,Female,Premium,81.49,16,0,16,Yes,0
CUST1496,42,Male,Basic,34.59,2,0,65,Yes,0
CUST1497,57,Female,Standard,40.61,5,0,4,Yes,0
CUST1498,62,Female,Standard,46.16,18,0,53,Yes,0
CUST1499,18,Male,Premium,84.61,3,0,15,Yes,0
CUST1500,33,Male,Premium,96.35,27,0,80,Yes,0
CUST1501,56,Female,Basic,30.55,54,0,6,Yes,0
CUST1502,22,Male,Basic,38.6,17,0,7,Yes,0
CUST1503,39,Female,Premium,84.51,16,0,71,Yes,0
CUST1504,46,Female,Standard,54.71,6,1,86,Yes,0
CUST1505,20,Female,Standard,43.59,51,0,81,No,1
CUST1506,29,Male,Standard,64.08,7,0,37,Yes,0
CUST1507,43,Male,Standard,47.41,50,0,53,Yes,0
CUST1508,33,Female,Premium,96.99,14,0,75,Yes,0
CUST1509,68,Female,Premium,97.32,38,0,14,Yes,0
CUST1510,54,Male,Standard,68.3,40,1,49,Yes,0
CUST1511,39,Female,Basic,30.4,15,0,55,Yes,0
CUST1512,46,Female,Premium,90.31,47,0,8,Yes,0
CUST1513,31,Male,Basic,35.57,47,0,7,Yes,0
CUST1514,45,Male,Basic,22.62,48,0,18,Yes,0
CUST1515,22,Female,Premium,88.03,33,1,50,Yes,0
CUST1516,64,Male,Basic,20.69,43,1,71,No,1
CUST1517,66,Male,Basic,29.95,27,0,56,Yes,0
CUST1518,47,Male,Basic,23.1,29,0,67,Yes,0
CUST1519,63,Male,Premium,75.49,57,0,30,Yes,0
CUST1520,69,Female,Standard,50.95,37,0,2,Yes,0
CUST1521,22,Female,Standard,52.97,5,0,82,No,1
CUST1522,29,Male,Basic,32.46,29,1,42,Yes,0
CUST1523,33,Female,Premium,72.23,32,0,28,Yes,0
CUST1524,43,Female,Premium,85.11,53,0,9,Yes,0
CUST1525,43,Female,Basic,23.65,6,0,11,Yes,0
CUST1526,65,Male,Standard,57.22,2,1,45,Yes,0
CUST1527,38,Male,Basic,32.75,6,0,29,No,1
CUST1528,56,Female,Premium,86.7,46,1,81,No,1
CUST1529,53,Female,Standard,62.15,43,0,87,Yes,0
CUST1530,50,Male,Premium,80.07,4,0,31,Yes,0
CUST1531,47,Male,Basic,35.3,56,1,72,No,1
CUST1532,54,Male,Premium,82.98,29,1,46,Yes,0
CUST1533,40,Female,Premium,84.53,59,0,87,Yes,0
CUST1534,27,Female,Standard,59.44,25,0,62,Yes,0
CUST1535,22,Female,Premium,70.55,9,1,25,Yes,0
CUST1536,53,Male,Basic,33.08,56,0,2,Yes,0
CUST1537,51,Female,Basic,32.37,3,0,22,No,1
CUST1538,69,Female,Standard,49.3,26,1,74,No,1
CUST1539,48,Male,Standard,42.57,48,0,73,Yes,0
CUST1540,27,Female,Standard,42.73,43,0,49,Yes,0
CUST1541,36,Female,Basic,38.46,27,0,35,No,1
CUST1542,49,Male,Standard,60.68,36,0,12,Yes,0
CUST1543,18,Female,Basic,22.54,32,0,28,No,1
CUST1544,22,Male,Standard,50.7,1,0,37,Yes,0
CUST1545,62,Female,Standard,57.77,57,0,76,Yes,0
CUST1546,21,Female,Standard,65.07,53,0,89,Yes,0
CUST1547,33,Female,Basic,20.87,54,0,83,No,1
CUST1548,41,Female,Standard,47.1,16,0,4,Yes,0
CUST1549,33,Male,Basic,37.79,51,1,19,Yes,0
CUST1550,19,Female,Basic,20.18,48,0,77,Yes,0
CUST1551,66,Female,Premium,76.04,11,1,13,No,1
CUST1552,45,Male,Premium,98.77,26,0,7,No,1
CUST1553,49,Female,Basic,32.27,40,1,47,No,1
CUST1554,44,Female,Premium,77.85,55,0,12,No,1
CUST1555,37,Male,Premium,72.01,1,0,23,Yes,0
CUST1556,41,Female,Premium,70.85,26,1,78,Yes,0
CUST1557,29,Female,Basic,24.89,28,1,64,Yes,0
CUST1558,67,Male,Premium,96.44,53,0,85,Yes,0
CUST1559,52,Female,Basic,28.32,58,1,33,No,1
CUST1560,50,Male,Basic,34.41,9,0,50,No,1
CUST1561,50,Male,Basic,38.37,59,1,2,Yes,0
CUST1562,68,Male,Standard,52.24,44,0,89,Yes,0
CUST1563,60,Female,Basic,23.83,22,0,77,No,1
CUST1564,54,Female,Basic,30.34,8,0,57,Yes,0
CUST1565,29,Male,Basic,38.16,58,0,71,Yes,0
CUST1566,20,Male,Premium,94.13,49,1,54,Yes,0
CUST1567,18,Female,Premium,71.97,42,0,79,Yes,0
CUST1568,50,Male,Basic,33.85,27,0,41,Yes,0
CUST1569,57,Female,Premium,87.16,39,0,20,Yes,0
CUST1570,27,Female,Premium,97.22,19,0,9,Yes,0
CUST1571,60,Female,Premium,73.67,25,0,56,No,1
CUST1572,61,Female,Basic,30.68,38,0,24,Yes,0
CUST1573,46,Male,Standard,66.38,21,1,55,Yes,0
CUST1574,30,Female,Premium,82.3,24,0,37,No,1
CUST1575,29,Female,Standard,54.46,24,0,85,Yes,0
CUST1576,48,Female,Basic,21.41,19,1,60,Yes,0
CUST1577,63,Male,Standard,48.34,50,0,46,No,1
CUST1578,19,Female,Standard,49.74,47,1,53,Yes,0
CUST1579,68,Male,Standard,68.35,2,1,45,No,1
CUST1580,67,Male,Basic,25.65,14,0,67,Yes,0
CUST1581,52,Male,Basic,29.22,53,0,3,Yes,0
CUST1582,40,Female,Premium,90.14,32,0,65,Yes,0
CUST1583,34,Female,Premium,74.87,42,0,42,Yes,0
CUST1584,43,Female,Basic,29.73,32,1,61,No,1
CUST1585,25,Female,Premium,92.16,28,0,84,Yes,0
CUST1586,46,Male,Basic,37.34,48,0,84,No,1
CUST1587,43,Female,Standard,58.79,39,0,84,Yes,0
CUST1588,27,Male,Premium,90.07,40,0,3,Yes,0
CUST1589,43,Female,Premium,73.79,42,0,64,No,1
CUST1590,51,Female,Premium,98.37,47,1,61,Yes,0
CUST1591,68,Female,Basic,22.65,40,0,89,Yes,0
CUST1592,58,Female,Premium,93.24,13,0,1,Yes,0
CUST1593,24,Male,Basic,25.3,12,0,8,Yes,0
CUST1594,21,Male,Standard,68.01,8,1,56,Yes,0
CUST1595,67,Female,Standard,61.6,15,0,44,Yes,0
CUST1596,62,Male,Standard,62.61,26,1,17,Yes,0
CUST1597,28,Male,Basic,24.38,12,0,47,Yes,0
CUST1598,46,Female,Premium,83.29,43,1,41,Yes,0
CUST1599,53,Female,Basic,32.36,51,0,40,Yes,0
CUST1600,42,Male,Basic,35.4,46,0,74,Yes,0
CUST1601,38,Male,Standard,43.12,27,0,88,Yes,0
CUST1602,53,Female,Standard,68.87,18,0,89,Yes,0
CUST1603,27,Female,Premium,96.71,45,0,57,Yes,0
CUST1604,54,Male,Basic,25.41,36,0,41,No,1
CUST1605,26,Male,Basic,36.46,49,0,34,Yes,0
CUST1606,41,Male,Premium,85.55,51,0,37,Yes,0
CUST1607,52,Male,Standard,53.85,27,1,66,Yes,0
CUST1608,66,Male,Basic,26.29,9,0,40,Yes,0
CUST1609,52,Female,Standard,57.43,55,1,49,Yes,0
CUST1610,65,Female,Standard,61.9,39,0,85,No,1
CUST1611,53,Female,Standard,52.33,1,0,71,No,1
CUST1612,35,Male,Standard,58.88,7,0,78,No,1
CUST1613,66,Female,Premium,90.98,26,0,44,No,1
CUST1614,56,Male,Premium,91.33,7,1,70,Yes,0
CUST1615,49,Female,Standard,41.56,52,0,18,Yes,0
CUST1616,41,Female,Basic,37.19,7,1,16,No,1
CUST1617,40,Male,Premium,83.75,8,1,64,Yes,0
CUST1618,49,Female,Standard,47.87,16,0,76,No,1
CUST1619,54,Male,Standard,47.25,3,1,55,No,1
CUST1620,29,Female,Basic,29.66,45,0,40,No,1
CUST1621,66,Male,Premium,96.6,10,1,41,Yes,0
CUST1622,30,Male,Standard,51.35,50,1,5,No,1
CUST1623,40,Female,Basic,34.99,7,0,68,Yes,0
CUST1624,42,Male,Standard,42.9,21,1,74,Yes,0
CUST1625,52,Female,Premium,84.28,53,0,72,Yes,0
CUST1626,58,Male,Basic,39.83,37,0,39,No,1
CUST1627,47,Female,Premium,93.11,31,0,40,No,1
CUST1628,34,Female,Standard,46.32,23,0,8,Yes,0
CUST1629,66,Female,Standard,55.04,57,0,7,Yes,0
CUST1630,37,Male,Basic,24.67,27,1,43,Yes,0
CUST1631,65,Male,Basic,28.19,56,0,57,No,1
CUST1632,42,Male,Premium,93.4,22,0,66,Yes,0
CUST1633,39,Male,Basic,35.42,39,0,12,Yes,0
CUST1634,30,Female,Premium,76.84,57,0,18,Yes,0
CUST1635,36,Female,Basic,38.44,27,1,48,No,1
CUST1636,66,Female,Basic,31.85,54,1,79,Yes,0
CUST1637,53,Female,Basic,27.6,49,1,81,No,1
CUST1638,29,Female,Standard,55.06,4,0,77,No,1
CUST1639,58,Female,Premium,88.15,24,0,29,Yes,0
CUST1640,36,Male,Basic,31.2,23,1,65,Yes,0
CUST1641,29,Female,Basic,29.73,48,1,76,No,1
CUST1642,26,Female,Basic,30.1,19,0,58,Yes,0
CUST1643,24,Female,Standard,45.29,42,0,52,Yes,0
CUST1644,45,Male,Standard,64.38,3,1,51,Yes,0
CUST1645,31,Male,Premium,86.25,27,1,80,Yes,0
CUST1646,48,Male,Standard,43.93,3,0,30,No,1
CUST1647,69,Female,Standard,62.98,28,1,14,Yes,0
CUST1648,36,Female,Basic,38.65,17,0,19,Yes,0
CUST1649,64,Male,Premium,98.42,31,0,4,Yes,0
CUST1650,33,Female,Basic,27.38,10,0,6,Yes,0
CUST1651,22,Male,Basic,22.71,49,0,17,Yes,0
CUST1652,52,Male,Standard,55.55,22,0,55,Yes,0
CUST1653,29,Male,Standard,43.38,30,0,74,Yes,0
CUST1654,42,Female,Standard,68.02,49,0,89,No,1
CUST1655,69,Female,Standard,45.51,21,1,44,Yes,0
CUST1656,38,Male,Premium,77.58,36,1,27,Yes,0
CUST1657,53,Female,Basic,28.13,53,0,49,Yes,0
CUST1658,40,Male,Premium,81.49,23,0,1,Yes,0
CUST1659,33,Female,Standard,63.84,38,1,83,No,1
CUST1660,56,Female,Standard,53.69,12,0,67,Yes,0
CUST1661,62,Female,Standard,45.12,25,1,76,Yes,0
CUST1662,59,Male,Basic,25.34,54,1,23,No,1
CUST1663,56,Female,Premium,85.27,57,0,47,Yes,0
CUST1664,31,Female,Standard,44.42,20,1,44,Yes,0
CUST1665,48,Male,Basic,32.23,49,1,57,Yes,0
CUST1666,22,Female,Standard,56.97,49,0,35,No,1
CUST1667,52,Male,Premium,91.44,42,0,1,Yes,0
CUST1668,40,Female,Standard,68.13,7,0,17,Yes,0
CUST1669,46,Male,Premium,97.37,29,0,48,Yes,0
CUST1670,60,Female,Basic,38.92,48,0,7,Yes,0
CUST1671,28,Female,Basic,24.89,29,0,57,No,1
CUST1672,35,Male,Basic,22.63,13,0,14,Yes,0
CUST1673,64,Male,Standard,49.07,3,1,16,Yes,0
CUST1674,29,Male,Basic,37.9,2,0,22,Yes,0
CUST1675,26,Male,Basic,39.44,16,0,65,No,1
CUST1676,27,Male,Premium,95.78,30,0,69,No,1
CUST1677,61,Female,Premium,73.3,38,0,26,Yes,0
CUST1678,34,Male,Standard,68.42,6,0,36,Yes,0
CUST1679,55,Male,Basic,28.47,45,0,48,Yes,0
CUST1680,24,Female,Basic,20.19,7,0,63,Yes,0
CUST1681,63,Male,Basic,28.85,5,1,33,Yes,0
CUST1682,30,Female,Standard,41.38,56,1,17,Yes,0
CUST1683,57,Female,Premium,86.32,7,0,63,Yes,0
CUST1684,59,Female,Standard,50.16,34,0,73,No,1
CUST1685,26,Female,Basic,29.47,32,0,43,Yes,0
CUST1686,67,Female,Standard,58.4,49,1,16,Yes,0
CUST1687,44,Male,Basic,37.38,13,0,58,Yes,0
CUST1688,19,Male,Basic,33.24,30,1,12,No,1
CUST1689,22,Male,Standard,53.02,25,0,51,Yes,0
CUST1690,46,Female,Standard,64.58,21,0,59,Yes,0
CUST1691,54,Male,Basic,38.11,59,0,41,No,1
CUST1692,55,Female,Basic,22.4,21,1,63,Yes,0
CUST1693,36,Female,Premium,85.96,28,1,65,Yes,0
CUST1694,25,Female,Basic,25.69,48,0,33,Yes,0
CUST1695,65,Female,Basic,20.94,58,0,86,No,1
CUST1696,62,Male,Basic,33.37,20,0,70,Yes,0
CUST1697,18,Female,Basic,37.26,34,0,63,No,1
CUST1698,39,Female,Basic,23.26,5,1,32,No,1
CUST1699,69,Male,Premium,94.37,18,1,11,Yes,0
CUST1700,34,Male,Basic,37.07,39,1,75,Yes,0
CUST1701,24,Female,Standard,67.43,43,1,18,Yes,0
CUST1702,42,Female,Standard,47.96,57,0,8,Yes,0
CUST1703,62,Female,Standard,67.12,57,1,73,Yes,0
CUST1704,21,Female,Premium,79.62,11,1,16,Yes,0
CUST1705,53,Female,Premium,86.57,54,0,49,Yes,0
CUST1706,23,Female,Basic,21.01,17,1,38,No,1
CUST1707,48,Male,Premium,71.32,48,0,40,No,1
CUST1708,36,Male,Standard,61.61,45,1,9,Yes,0
CUST1709,61,Male,Premium,83.33,22,0,11,Yes,0
CUST1710,56,Female,Standard,47.69,37,0,78,Yes,0
CUST1711,44,Female,Premium,75.71,20,0,14,Yes,0
CUST1712,27,Female,Premium,90.1,48,0,27,Yes,0
CUST1713,43,Male,Basic,20.01,54,0,3,Yes,0
CUST1714,36,Female,Standard,64.18,54,0,35,No,1
CUST1715,56,Female,Premium,72.38,48,0,64,No,1
CUST1716,20,Female,Premium,75.74,48,0,46,Yes,0
CUST1717,62,Female,Basic,27.72,46,1,80,Yes,0
CUST1718,30,Male,Standard,54.55,6,1,38,Yes,0
CUST1719,67,Female,Basic,27.1,34,0,37,Yes,0
CUST1720,45,Male,Basic,26.41,14,1,43,No,1
CUST1721,37,Male,Standard,68.92,48,0,50,Yes,0
CUST1722,45,Female,Basic,32.83,23,1,84,No,1
CUST1723,25,Female,Premium,70.7,20,0,25,Yes,0
CUST1724,58,Female,Basic,28.6,13,0,35,No,1
CUST1725,56,Female,Premium,96.25,47,0,68,No,1
CUST1726,18,Female,Basic,26.03,44,0,0,Yes,0
CUST1727,20,Female,Basic,21.89,41,1,52,Yes,0
CUST1728,30,Female,Basic,35.17,32,1,5,No,1
CUST1729,45,Male,Basic,32.12,26,0,36,Yes,0
CUST1730,66,Male,Basic,31.41,50,0,1,Yes,0
CUST1731,42,Male,Basic,21.07,53,1,68,No,1
CUST1732,50,Male,Standard,44.21,14,1,89,Yes,0
CUST1733,55,Male,Basic,32.45,52,0,40,No,1
CUST1734,23,Male,Standard,46.23,57,0,50,Yes,0
CUST1735,61,Male,Basic,30.08,36,0,46,No,1
CUST1736,62,Female,Premium,86.35,8,0,12,Yes,0
CUST1737,49,Male,Premium,78.51,40,0,75,Yes,0
CUST1738,62,Female,Standard,68.45,22,0,68,Yes,0
CUST1739,64,Male,Basic,36.85,22,1,65,Yes,0
CUST1740,38,Female,Basic,34.45,16,0,58,Yes,0
CUST1741,33,Male,Premium,72.34,27,1,67,No,1
CUST1742,38,Male,Basic,22.12,56,1,58,Yes,0
CUST1743,28,Female,Basic,29.86,10,1,9,No,1
CUST1744,54,Male,Basic,23.21,25,0,12,Yes,0
CUST1745,53,Male,Basic,39.57,31,1,1,Yes,0
CUST1746,52,Male,Basic,23.17,21,0,89,No,1
CUST1747,36,Male,Premium,84.62,27,0,14,Yes,0
CUST1748,37,Male,Basic,27.28,17,0,45,Yes,0
CUST1749,35,Male,Standard,59.18,33,0,56,Yes,0
CUST1750,64,Female,Basic,22.58,31,1,9,Yes,0
CUST1751,58,Female,Basic,28.61,50,1,21,Yes,0
CUST1752,66,Female,Premium,78.24,42,0,88,Yes,0
CUST1753,31,Male,Basic,37.76,26,0,78,Yes,0
CUST1754,32,Female,Premium,71.22,21,0,76,Yes,0
CUST1755,48,Male,Standard,67.41,36,0,7,No,1
CUST1756,18,Male,Basic,36.66,1,1,20,No,1
CUST1757,20,Female,Premium,78.93,4,0,84,Yes,0
CUST1758,33,Male,Basic,35.79,4,1,21,Yes,0
CUST1759,40,Male,Premium,70.94,26,0,44,No,1
CUST1760,28,Female,Basic,39.34,4,0,39,Yes,0
CUST1761,29,Female,Premium,85.8,49,0,21,Yes,0
CUST1762,27,Female,Basic,26.07,9,0,29,No,1
CUST1763,49,Female,Standard,50.88,30,0,61,Yes,0
CUST1764,33,Female,Premium,71.99,51,1,72,No,1
CUST1765,25,Male,Premium,99.68,45,1,44,Yes,0
CUST1766,55,Male,Premium,71.18,4,0,34,Yes,0
CUST1767,29,Male,Premium,89.65,5,0,81,No,1
CUST1768,41,Male,Premium,83.28,45,0,41,Yes,0
CUST1769,45,Male,Basic,38.98,23,0,4,Yes,0
CUST1770,25,Female,Basic,24.92,16,0,26,Yes,0
CUST1771,45,Female,Basic,30.64,22,0,69,No,1
CUST1772,53,Female,Basic,29.65,37,1,61,Yes,0
CUST1773,43,Male,Basic,34.06,8,1,31,Yes,0
CUST1774,25,Female,Standard,42.04,48,1,7,Yes,0
CUST1775,67,Female,Basic,23.88,33,0,84,Yes,0
CUST1776,45,Female,Standard,46.44,55,1,17,Yes,0
CUST1777,45,Male,Basic,34.76,38,0,77,Yes,0
CUST1778,54,Female,Basic,23.78,43,0,14,Yes,0
CUST1779,58,Male,Standard,57.2,16,1,25,Yes,0
CUST1780,53,Male,Premium,76.46,5,0,52,Yes,0
CUST1781,44,Male,Standard,65.85,16,0,43,Yes,0
CUST1782,34,Female,Standard,68.27,7,1,31,Yes,0
CUST1783,26,Female,Basic,30.37,51,1,27,No,1
CUST1784,50,Male,Standard,50.57,1,1,38,Yes,0
CUST1785,37,Male,Basic,24.68,9,0,31,Yes,0
CUST1786,30,Male,Basic,21.0,18,0,76,Yes,0
CUST1787,45,Male,Standard,48.06,45,1,78,No,1
CUST1788,65,Male,Basic,33.08,58,0,17,Yes,0
CUST1789,46,Male,Basic,30.67,47,0,69,Yes,0
CUST1790,30,Female,Premium,98.32,3,0,10,Yes,0
CUST1791,63,Male,Premium,81.89,24,0,31,Yes,0
CUST1792,52,Male,Basic,33.88,28,0,19,No,1
CUST1793,23,Male,Basic,29.79,10,0,39,Yes,0
CUST1794,35,Female,Basic,30.25,9,0,7,Yes,0
CUST1795,68,Female,Basic,25.36,13,0,34,No,1
CUST1796,22,Female,Premium,83.65,48,0,68,Yes,0
CUST1797,64,Male,Basic,29.42,35,0,77,No,1
CUST1798,42,Female,Premium,91.2,54,1,20,Yes,0
CUST1799,19,Male,Basic,38.81,23,0,23,Yes,0
CUST1800,27,Female,Premium,79.88,47,0,16,Yes,0
CUST1801,47,Female,Basic,20.84,17,1,17,Yes,0
CUST1802,67,Female,Premium,84.89,46,0,11,Yes,0
CUST1803,62,Female,Basic,30.89,7,0,15,Yes,0
CUST1804,22,Female,Standard,45.05,52,0,3,Yes,0
CUST1805,50,Male,Basic,35.21,16,1,88,Yes,0
CUST1806,18,Female,Basic,39.7,53,1,33,Yes,0
CUST1807,35,Male,Premium,98.37,40,1,45,No,1
CUST1808,49,Female,Premium,75.91,36,1,74,Yes,0
CUST1809,64,Male,Premium,96.26,20,0,76,No,1
CUST1810,66,Male,Standard,61.13,24,0,30,Yes,0
CUST1811,28,Male,Premium,83.62,47,0,24,Yes,0
CUST1812,38,Male,Basic,30.81,5,0,73,Yes,0
CUST1813,43,Female,Basic,36.99,45,1,23,Yes,0
CUST1814,42,Female,Basic,29.6,6,0,64,No,1
CUST1815,39,Male,Standard,51.2,28,0,24,Yes,0
CUST1816,44,Male,Basic,29.86,59,1,27,No,1
CUST1817,66,Female,Basic,31.58,5,0,35,No,1
CUST1818,30,Male,Standard,45.67,49,0,81,Yes,0
CUST1819,50,Female,Premium,97.03,39,0,5,Yes,0
CUST1820,51,Female,Basic,33.48,38,0,65,Yes,0
CUST1821,58,Female,Basic,32.67,2,0,66,Yes,0
CUST1822,52,Female,Basic,21.99,43,0,71,Yes,0
CUST1823,18,Male,Basic,32.08,39,0,47,Yes,0
CUST1824,38,Female,Basic,22.42,54,1,82,Yes,0
CUST1825,65,Male,Standard,42.36,21,1,69,Yes,0
CUST1826,23,Male,Standard,55.82,40,0,77,No,1
CUST1827,45,Female,Standard,52.08,37,0,66,Yes,0
CUST1828,34,Male,Basic,31.78,59,1,47,Yes,0
CUST1829,22,Female,Premium,72.68,18,1,64,Yes,0
CUST1830,48,Female,Basic,28.62,54,0,43,No,1
CUST1831,22,Female,Standard,45.24,48,0,62,No,1
CUST1832,55,Female,Premium,99.61,46,1,45,Yes,0
CUST1833,20,Male,Basic,31.22,12,0,18,Yes,0
CUST1834,40,Male,Basic,33.75,17,0,63,No,1
CUST1835,54,Female,Premium,79.76,37,0,82,Yes,0
CUST1836,54,Male,Basic,21.89,46,0,72,No,1
CUST1837,27,Female,Standard,69.28,38,0,70,Yes,0
CUST1838,27,Female,Basic,25.73,15,0,49,Yes,0
CUST1839,36,Female,Standard,52.71,7,1,62,Yes,0
CUST1840,34,Male,Basic,33.0,14,0,40,Yes,0
CUST1841,38,Male,Basic,20.49,50,0,6,Yes,0
CUST1842,31,Male,Standard,64.31,1,0,8,No,1
CUST1843,26,Male,Basic,30.73,38,1,3,No,1
CUST1844,63,Female,Basic,25.56,3,0,88,No,1
CUST1845,18,Male,Basic,21.23,37,0,48,Yes,0
CUST1846,68,Male,Basic,23.25,44,0,75,Yes,0
CUST1847,62,Male,Basic,37.9,31,1,5,Yes,0
CUST1848,30,Female,Basic,33.72,43,0,81,Yes,0
CUST1849,21,Female,Premium,77.5,13,0,20,Yes,0
CUST1850,18,Male,Basic,21.31,48,0,14,Yes,0
CUST1851,66,Male,Standard,60.72,18,1,66,Yes,0
CUST1852,57,Male,Basic,31.45,17,0,65,No,1
CUST1853,49,Male,Basic,28.09,17,1,55,Yes,0
CUST1854,51,Female,Premium,80.91,11,1,67,No,1
CUST1855,45,Female,Basic,24.34,20,1,31,Yes,0
CUST1856,48,Male,Premium,90.09,10,0,65,Yes,0
CUST1857,25,Male,Basic,39.41,29,1,28,No,1
CUST1858,56,Female,Standard,45.27,48,0,65,Yes,0
CUST1859,43,Male,Standard,57.91,34,0,33,Yes,0
CUST1860,51,Female,Premium,82.73,17,1,26,Yes,0
CUST1861,20,Male,Standard,53.4,54,0,59,Yes,0
CUST1862,67,Female,Standard,47.62,52,0,38,Yes,0
CUST1863,29,Male,Basic,36.5,42,0,43,No,1
CUST1864,18,Female,Basic,29.71,13,0,81,Yes,0
CUST1865,61,Female,Premium,86.3,44,0,35,Yes,0
CUST1866,22,Male,Basic,26.1,47,1,18,No,1
CUST1867,47,Male,Basic,23.64,39,1,44,Yes,0
CUST1868,47,Male,Premium,72.58,27,0,83,Yes,0
CUST1869,34,Male,Basic,34.28,54,0,20,Yes,0
CUST1870,65,Male,Premium,75.89,53,1,22,Yes,0
CUST1871,64,Male,Standard,60.7,26,0,88,Yes,0
CUST1872,40,Female,Standard,51.71,28,0,26,Yes,0
CUST1873,32,Male,Premium,82.47,13,0,71,Yes,0
CUST1874,54,Male,Basic,29.38,12,0,18,Yes,0
CUST1875,38,Female,Basic,27.35,44,0,40,No,1
CUST1876,31,Male,Standard,43.02,28,0,25,Yes,0
CUST1877,19,Female,Basic,26.19,2,0,27,Yes,0
CUST1878,28,Male,Standard,59.91,37,0,63,Yes,0
CUST1879,68,Female,Premium,89.97,57,0,67,Yes,0
CUST1880,56,Female,Standard,48.59,57,1,79,No,1
CUST1881,55,Female,Basic,29.2,34,1,50,Yes,0
CUST1882,51,Female,Premium,75.8,23,0,73,Yes,0
CUST1883,55,Male,Standard,46.31,58,0,47,Yes,0
CUST1884,67,Female,Standard,40.69,52,1,9,Yes,0
CUST1885,51,Male,Basic,37.93,45,0,72,Yes,0
CUST1886,35,Male,Premium,76.32,29,1,38,No,1
CUST1887,47,Male,Standard,46.83,35,0,18,No,1
CUST1888,32,Female,Premium,78.39,11,1,63,No,1
CUST1889,44,Male,Premium,73.82,48,0,18,No,1
CUST1890,68,Female,Basic,32.79,33,0,75,No,1
CUST1891,51,Female,Standard,42.25,51,1,61,Yes,0
CUST1892,69,Female,Premium,74.03,11,0,12,Yes,0
CUST1893,55,Female,Basic,32.9,9,0,24,Yes,0
CUST1894,50,Male,Premium,80.19,14,0,88,Yes,0
CUST1895,41,Male,Premium,91.24,9,1,41,Yes,0
CUST1896,32,Male,Standard,56.72,39,0,38,Yes,0
CUST1897,47,Male,Standard,47.68,48,0,29,Yes,0
CUST1898,59,Male,Premium,89.52,3,0,4,Yes,0
CUST1899,68,Male,Premium,73.49,29,0,80,Yes,0
CUST1900,34,Male,Basic,30.73,19,0,17,Yes,0
CUST1901,22,Female,Basic,28.74,36,0,20,No,1
CUST1902,46,Female,Standard,48.04,32,0,85,Yes,0
CUST1903,21,Male,Standard,58.12,7,0,49,No,1
CUST1904,27,Female,Standard,66.14,55,0,5,Yes,0
CUST1905,34,Male,Standard,69.97,28,0,49,Yes,0
CUST1906,27,Male,Basic,32.16,44,0,79,Yes,0
CUST1907,34,Female,Standard,52.14,18,0,65,Yes,0
CUST1908,37,Female,Basic,24.5,5,1,0,No,1
CUST1909,41,Male,Standard,47.71,23,0,56,Yes,0
